date,store_nbr,family,sales,onpromotion,oil prices
2013-02-20,1.0,BEAUTY,5.0,0.0,94.92
2013-02-20,1.0,BEVERAGES,882.0,0.0,94.92
2013-02-20,1.0,BOOKS,0.0,0.0,94.92
2013-02-21,1.0,AUTOMOTIVE,1.0,0.0,92.79
2013-02-21,1.0,BABY CARE,0.0,0.0,92.79
2013-02-21,1.0,BEAUTY,4.0,0.0,92.79
2013-02-21,1.0,BEVERAGES,910.0,0.0,92.79
2013-02-21,1.0,BOOKS,0.0,0.0,92.79
2013-02-22,1.0,AUTOMOTIVE,2.0,0.0,93.12
2013-02-22,1.0,BABY CARE,0.0,0.0,93.12
2013-02-22,1.0,BEAUTY,1.0,0.0,93.12
2013-02-22,1.0,BEVERAGES,959.0,0.0,93.12
2013-02-22,1.0,BOOKS,0.0,0.0,93.12
2013-02-25,1.0,AUTOMOTIVE,1.0,0.0,92.74
2013-02-25,1.0,BABY CARE,0.0,0.0,92.74
2013-02-25,1.0,BEAUTY,0.0,0.0,92.74
2013-02-25,1.0,BEVERAGES,851.0,0.0,92.74
2013-02-25,1.0,BOOKS,0.0,0.0,92.74
2013-02-26,1.0,AUTOMOTIVE,0.0,0.0,92.63
2013-02-26,1.0,BABY CARE,0.0,0.0,92.63
2013-02-26,1.0,BEAUTY,1.0,0.0,92.63
2013-02-26,1.0,BEVERAGES,787.0,0.0,92.63
2013-02-26,1.0,BOOKS,0.0,0.0,92.63
2013-02-27,1.0,AUTOMOTIVE,2.0,0.0,92.84
2013-02-27,1.0,BABY CARE,0.0,0.0,92.84
2013-02-27,1.0,BEAUTY,0.0,0.0,92.84
2013-02-27,1.0,BEVERAGES,962.0,0.0,92.84
2013-02-27,1.0,BOOKS,0.0,0.0,92.84
2013-02-28,1.0,AUTOMOTIVE,1.0,0.0,92.03
2013-02-28,1.0,BABY CARE,0.0,0.0,92.03
2013-02-28,1.0,BEAUTY,6.0,0.0,92.03
2013-02-28,1.0,BEVERAGES,960.0,0.0,92.03
2013-02-28,1.0,BOOKS,0.0,0.0,92.03
2013-03-01,1.0,AUTOMOTIVE,2.0,0.0,90.71
2013-03-01,1.0,BABY CARE,0.0,0.0,90.71
2013-03-01,1.0,BEAUTY,3.0,0.0,90.71
2013-03-01,1.0,BEVERAGES,911.0,0.0,90.71
2013-03-01,1.0,BOOKS,0.0,0.0,90.71
2013-03-04,1.0,AUTOMOTIVE,5.0,0.0,90.13
2013-03-04,1.0,BABY CARE,0.0,0.0,90.13
2013-03-04,1.0,BEAUTY,0.0,0.0,90.13
2013-03-04,1.0,BEVERAGES,1037.0,0.0,90.13
2013-03-04,1.0,BOOKS,0.0,0.0,90.13
2013-03-05,1.0,AUTOMOTIVE,0.0,0.0,90.88
2013-03-05,1.0,BABY CARE,0.0,0.0,90.88
2013-03-05,1.0,BEAUTY,5.0,0.0,90.88
2013-03-05,1.0,BEVERAGES,780.0,0.0,90.88
2013-03-05,1.0,BOOKS,0.0,0.0,90.88
2013-03-06,1.0,AUTOMOTIVE,0.0,0.0,90.47
2013-03-06,1.0,BABY CARE,0.0,0.0,90.47
2013-03-06,1.0,BEAUTY,5.0,0.0,90.47
2013-03-06,1.0,BEVERAGES,1069.0,0.0,90.47
2013-03-06,1.0,BOOKS,0.0,0.0,90.47
2013-03-07,1.0,AUTOMOTIVE,0.0,0.0,91.53
2013-03-07,1.0,BABY CARE,0.0,0.0,91.53
2013-03-07,1.0,BEAUTY,0.0,0.0,91.53
2013-03-07,1.0,BEVERAGES,1094.0,0.0,91.53
2013-03-07,1.0,BOOKS,0.0,0.0,91.53
2013-03-08,1.0,AUTOMOTIVE,0.0,0.0,92.01
2013-03-08,1.0,BABY CARE,0.0,0.0,92.01
2013-03-08,1.0,BEAUTY,1.0,0.0,92.01
2013-03-08,1.0,BEVERAGES,1186.0,0.0,92.01
2013-03-08,1.0,BOOKS,0.0,0.0,92.01
2013-03-11,1.0,AUTOMOTIVE,2.0,0.0,92.07
2013-03-11,1.0,BABY CARE,0.0,0.0,92.07
2013-03-11,1.0,BEAUTY,0.0,0.0,92.07
2013-03-11,1.0,BEVERAGES,1072.0,0.0,92.07
2013-03-11,1.0,BOOKS,0.0,0.0,92.07
2013-03-12,1.0,AUTOMOTIVE,5.0,0.0,92.44
2013-03-12,1.0,BABY CARE,0.0,0.0,92.44
2013-03-12,1.0,BEAUTY,1.0,0.0,92.44
2013-03-12,1.0,BEVERAGES,833.0,0.0,92.44
2013-03-12,1.0,BOOKS,0.0,0.0,92.44
2013-03-13,1.0,AUTOMOTIVE,2.0,0.0,92.47
2013-03-13,1.0,BABY CARE,0.0,0.0,92.47
2013-03-13,1.0,BEAUTY,5.0,0.0,92.47
2013-03-13,1.0,BEVERAGES,1078.0,0.0,92.47
2013-03-13,1.0,BOOKS,0.0,0.0,92.47
2013-03-14,1.0,AUTOMOTIVE,3.0,0.0,93.03
2013-03-14,1.0,BABY CARE,0.0,0.0,93.03
2013-03-14,1.0,BEAUTY,3.0,0.0,93.03
2013-03-14,1.0,BEVERAGES,753.0,0.0,93.03
2013-03-14,1.0,BOOKS,0.0,0.0,93.03
2013-03-15,1.0,AUTOMOTIVE,3.0,0.0,93.49
2013-03-15,1.0,BABY CARE,0.0,0.0,93.49
2013-03-15,1.0,BEAUTY,1.0,0.0,93.49
2013-03-15,1.0,BEVERAGES,967.0,0.0,93.49
2013-03-15,1.0,BOOKS,0.0,0.0,93.49
2013-03-18,1.0,AUTOMOTIVE,4.0,0.0,93.71
2013-03-18,1.0,BABY CARE,0.0,0.0,93.71
2013-03-18,1.0,BEAUTY,3.0,0.0,93.71
2013-03-18,1.0,BEVERAGES,772.0,0.0,93.71
2013-03-18,1.0,BOOKS,0.0,0.0,93.71
2013-03-19,1.0,AUTOMOTIVE,1.0,0.0,92.44
2013-03-19,1.0,BABY CARE,0.0,0.0,92.44
2013-03-19,1.0,BEAUTY,1.0,0.0,92.44
2013-03-19,1.0,BEVERAGES,836.0,0.0,92.44
2013-03-19,1.0,BOOKS,0.0,0.0,92.44
2013-03-20,1.0,AUTOMOTIVE,0.0,0.0,93.21
2013-03-20,1.0,BABY CARE,0.0,0.0,93.21
2013-03-20,1.0,BEAUTY,4.0,0.0,93.21
2013-03-20,1.0,BEVERAGES,1059.0,0.0,93.21
2013-03-20,1.0,BOOKS,0.0,0.0,93.21
2013-03-21,1.0,AUTOMOTIVE,1.0,0.0,92.46
2013-03-21,1.0,BABY CARE,0.0,0.0,92.46
2013-03-21,1.0,BEAUTY,2.0,0.0,92.46
2013-03-21,1.0,BEVERAGES,756.0,0.0,92.46
2013-03-21,1.0,BOOKS,0.0,0.0,92.46
2013-03-22,1.0,AUTOMOTIVE,0.0,0.0,93.41
2013-03-22,1.0,BABY CARE,0.0,0.0,93.41
2013-03-22,1.0,BEAUTY,1.0,0.0,93.41
2013-03-22,1.0,BEVERAGES,842.0,0.0,93.41
2013-03-22,1.0,BOOKS,0.0,0.0,93.41
2013-03-25,1.0,AUTOMOTIVE,4.0,0.0,94.55
2013-03-25,1.0,BABY CARE,0.0,0.0,94.55
2013-03-25,1.0,BEAUTY,2.0,0.0,94.55
2013-03-25,1.0,BEVERAGES,856.0,0.0,94.55
2013-03-25,1.0,BOOKS,0.0,0.0,94.55
2013-03-26,1.0,AUTOMOTIVE,10.0,0.0,95.99
2013-03-26,1.0,BABY CARE,0.0,0.0,95.99
2013-03-26,1.0,BEAUTY,2.0,0.0,95.99
2013-03-26,1.0,BEVERAGES,788.0,0.0,95.99
2013-03-26,1.0,BOOKS,0.0,0.0,95.99
2013-03-27,1.0,AUTOMOTIVE,3.0,0.0,96.53
2013-03-27,1.0,BABY CARE,0.0,0.0,96.53
2013-03-27,1.0,BEAUTY,2.0,0.0,96.53
2013-03-27,1.0,BEVERAGES,1198.0,0.0,96.53
2013-03-27,1.0,BOOKS,0.0,0.0,96.53
2013-03-28,1.0,AUTOMOTIVE,2.0,0.0,97.24
2013-03-28,1.0,BABY CARE,0.0,0.0,97.24
2013-03-28,1.0,BEAUTY,0.0,0.0,97.24
2013-03-28,1.0,BEVERAGES,1043.0,0.0,97.24
2013-03-28,1.0,BOOKS,0.0,0.0,97.24
2013-03-29,1.0,AUTOMOTIVE,1.0,0.0,
2013-03-29,1.0,BABY CARE,0.0,0.0,
2013-03-29,1.0,BEAUTY,0.0,0.0,
2013-03-29,1.0,BEVERAGES,280.0,0.0,
2013-03-29,1.0,BOOKS,0.0,0.0,
2013-04-01,1.0,AUTOMOTIVE,0.0,0.0,97.1
2013-04-01,1.0,BABY CARE,0.0,0.0,97.1
2013-04-01,1.0,BEAUTY,1.0,0.0,97.1
2013-04-01,1.0,BEVERAGES,931.0,0.0,97.1
2013-04-01,1.0,BOOKS,0.0,0.0,97.1
2013-04-02,1.0,AUTOMOTIVE,7.0,0.0,97.23
2013-04-02,1.0,BABY CARE,0.0,0.0,97.23
2013-04-02,1.0,BEAUTY,2.0,0.0,97.23
2013-04-02,1.0,BEVERAGES,1083.0,0.0,97.23
2013-04-02,1.0,BOOKS,0.0,0.0,97.23
2013-04-03,1.0,AUTOMOTIVE,4.0,0.0,95.02
2013-04-03,1.0,BABY CARE,0.0,0.0,95.02
2013-04-03,1.0,BEAUTY,1.0,0.0,95.02
2013-04-03,1.0,BEVERAGES,1082.0,0.0,95.02
2013-04-03,1.0,BOOKS,0.0,0.0,95.02
2013-04-04,1.0,AUTOMOTIVE,0.0,0.0,93.26
2013-04-04,1.0,BABY CARE,0.0,0.0,93.26
2013-04-04,1.0,BEAUTY,5.0,0.0,93.26
2013-04-04,1.0,BEVERAGES,809.0,0.0,93.26
2013-04-04,1.0,BOOKS,0.0,0.0,93.26
2013-04-05,1.0,AUTOMOTIVE,2.0,0.0,92.76
2013-04-05,1.0,BABY CARE,0.0,0.0,92.76
2013-04-05,1.0,BEAUTY,2.0,0.0,92.76
2013-04-05,1.0,BEVERAGES,1025.0,0.0,92.76
2013-04-05,1.0,BOOKS,0.0,0.0,92.76
2013-04-08,1.0,AUTOMOTIVE,3.0,0.0,93.36
2013-04-08,1.0,BABY CARE,0.0,0.0,93.36
2013-04-08,1.0,BEAUTY,2.0,0.0,93.36
2013-04-08,1.0,BEVERAGES,896.0,0.0,93.36
2013-04-08,1.0,BOOKS,0.0,0.0,93.36
2013-04-09,1.0,AUTOMOTIVE,4.0,0.0,94.18
2013-04-09,1.0,BABY CARE,0.0,0.0,94.18
2013-04-09,1.0,BEAUTY,2.0,0.0,94.18
2013-04-09,1.0,BEVERAGES,826.0,0.0,94.18
2013-04-09,1.0,BOOKS,0.0,0.0,94.18
2013-04-10,1.0,AUTOMOTIVE,3.0,0.0,94.59
2013-04-10,1.0,BABY CARE,0.0,0.0,94.59
2013-04-10,1.0,BEAUTY,0.0,0.0,94.59
2013-04-10,1.0,BEVERAGES,1165.0,0.0,94.59
2013-04-10,1.0,BOOKS,0.0,0.0,94.59
2013-04-11,1.0,AUTOMOTIVE,5.0,0.0,93.44
2013-04-11,1.0,BABY CARE,0.0,0.0,93.44
2013-04-11,1.0,BEAUTY,4.0,0.0,93.44
2013-04-11,1.0,BEVERAGES,867.0,0.0,93.44
2013-04-11,1.0,BOOKS,0.0,0.0,93.44
2013-04-12,1.0,AUTOMOTIVE,3.0,0.0,91.23
2013-04-12,1.0,BABY CARE,0.0,0.0,91.23
2013-04-12,1.0,BEAUTY,5.0,0.0,91.23
2013-04-12,1.0,BEVERAGES,1122.0,0.0,91.23
2013-04-12,1.0,BOOKS,0.0,0.0,91.23
2013-04-15,1.0,AUTOMOTIVE,1.0,0.0,88.75
2013-04-15,1.0,BABY CARE,0.0,0.0,88.75
2013-04-15,1.0,BEAUTY,2.0,0.0,88.75
2013-04-15,1.0,BEVERAGES,842.0,0.0,88.75
2013-04-15,1.0,BOOKS,0.0,0.0,88.75
2013-04-16,1.0,AUTOMOTIVE,3.0,0.0,88.73
2013-04-16,1.0,BABY CARE,0.0,0.0,88.73
2013-04-16,1.0,BEAUTY,4.0,0.0,88.73
2013-04-16,1.0,BEVERAGES,919.0,0.0,88.73
2013-04-16,1.0,BOOKS,0.0,0.0,88.73
2013-04-17,1.0,AUTOMOTIVE,4.0,0.0,86.65
2013-04-17,1.0,BABY CARE,0.0,0.0,86.65
2013-04-17,1.0,BEAUTY,3.0,0.0,86.65
2013-04-17,1.0,BEVERAGES,951.0,0.0,86.65
2013-04-17,1.0,BOOKS,0.0,0.0,86.65
2013-04-18,1.0,AUTOMOTIVE,0.0,0.0,87.83
2013-04-18,1.0,BABY CARE,0.0,0.0,87.83
2013-04-18,1.0,BEAUTY,1.0,0.0,87.83
2013-04-18,1.0,BEVERAGES,785.0,0.0,87.83
2013-04-18,1.0,BOOKS,0.0,0.0,87.83
2013-04-19,1.0,AUTOMOTIVE,4.0,0.0,88.04
2013-04-19,1.0,BABY CARE,0.0,0.0,88.04
2013-04-19,1.0,BEAUTY,1.0,0.0,88.04
2013-04-19,1.0,BEVERAGES,862.0,0.0,88.04
2013-04-19,1.0,BOOKS,0.0,0.0,88.04
2013-04-22,1.0,AUTOMOTIVE,2.0,0.0,88.81
2013-04-22,1.0,BABY CARE,0.0,0.0,88.81
2013-04-22,1.0,BEAUTY,1.0,0.0,88.81
2013-04-22,1.0,BEVERAGES,853.0,0.0,88.81
2013-04-22,1.0,BOOKS,0.0,0.0,88.81
2013-04-23,1.0,AUTOMOTIVE,5.0,0.0,89.21
2013-04-23,1.0,BABY CARE,0.0,0.0,89.21
2013-04-23,1.0,BEAUTY,2.0,0.0,89.21
2013-04-23,1.0,BEVERAGES,832.0,0.0,89.21
2013-04-23,1.0,BOOKS,0.0,0.0,89.21
2013-04-24,1.0,AUTOMOTIVE,3.0,0.0,91.07
2013-04-24,1.0,BABY CARE,0.0,0.0,91.07
2013-04-24,1.0,BEAUTY,0.0,0.0,91.07
2013-04-24,1.0,BEVERAGES,1009.0,0.0,91.07
2013-04-24,1.0,BOOKS,0.0,0.0,91.07
2013-04-25,1.0,AUTOMOTIVE,2.0,0.0,93.27
2013-04-25,1.0,BABY CARE,0.0,0.0,93.27
2013-04-25,1.0,BEAUTY,1.0,0.0,93.27
2013-04-25,1.0,BEVERAGES,898.0,0.0,93.27
2013-04-25,1.0,BOOKS,0.0,0.0,93.27
2013-04-26,1.0,AUTOMOTIVE,3.0,0.0,92.63
2013-04-26,1.0,BABY CARE,0.0,0.0,92.63
2013-04-26,1.0,BEAUTY,1.0,0.0,92.63
2013-04-26,1.0,BEVERAGES,952.0,0.0,92.63
2013-04-26,1.0,BOOKS,0.0,0.0,92.63
2013-04-29,1.0,AUTOMOTIVE,0.0,0.0,94.09
2013-04-29,1.0,BABY CARE,0.0,0.0,94.09
2013-04-29,1.0,BEAUTY,2.0,0.0,94.09
2013-04-29,1.0,BEVERAGES,722.0,0.0,94.09
2013-04-29,1.0,BOOKS,0.0,0.0,94.09
2013-04-30,1.0,AUTOMOTIVE,1.0,0.0,93.22
2013-04-30,1.0,BABY CARE,0.0,0.0,93.22
2013-04-30,1.0,BEAUTY,0.0,0.0,93.22
2013-04-30,1.0,BEVERAGES,1106.0,0.0,93.22
2013-04-30,1.0,BOOKS,0.0,0.0,93.22
2013-05-01,1.0,AUTOMOTIVE,0.0,0.0,90.74
2013-05-01,1.0,BABY CARE,0.0,0.0,90.74
2013-05-01,1.0,BEAUTY,1.0,0.0,90.74
2013-05-01,1.0,BEVERAGES,418.0,0.0,90.74
2013-05-01,1.0,BOOKS,0.0,0.0,90.74
2013-05-02,1.0,AUTOMOTIVE,3.0,0.0,93.7
2013-05-02,1.0,BABY CARE,0.0,0.0,93.7
2013-05-02,1.0,BEAUTY,4.0,0.0,93.7
2013-05-02,1.0,BEVERAGES,995.0,0.0,93.7
2013-05-02,1.0,BOOKS,0.0,0.0,93.7
2013-05-03,1.0,AUTOMOTIVE,1.0,0.0,95.25
2013-05-03,1.0,BABY CARE,0.0,0.0,95.25
2013-05-03,1.0,BEAUTY,1.0,0.0,95.25
2013-05-03,1.0,BEVERAGES,1207.0,0.0,95.25
2013-05-03,1.0,BOOKS,0.0,0.0,95.25
2013-05-06,1.0,AUTOMOTIVE,1.0,0.0,95.8
2013-05-06,1.0,BABY CARE,0.0,0.0,95.8
2013-05-06,1.0,BEAUTY,1.0,0.0,95.8
2013-05-06,1.0,BEVERAGES,1055.0,0.0,95.8
2013-05-06,1.0,BOOKS,0.0,0.0,95.8
2013-05-07,1.0,AUTOMOTIVE,1.0,0.0,95.28
2013-05-07,1.0,BABY CARE,0.0,0.0,95.28
2013-05-07,1.0,BEAUTY,2.0,0.0,95.28
